Household level identifier,Id,Monthly rent payment,=1 Overcrowding by bedrooms, number of all rooms in the house,=1 Overcrowding by rooms,=1 if the household has refrigerator,number of tablets household owns,Males younger than 12 years of age,Males 12 years of age and older,Total males in the household,Females younger than 12 years of age,Females 12 years of age and older,Total females in the household,persons younger than 12 years of age,persons 12 years of age and older,years of schooling,Years behind in school,=1 if predominant material on the outside wall is block or brick,"=1 if predominant material on the outside wall is socket (wood, zinc or absbesto",=1 if predominant material on the outside wall is prefabricated or cement,=1 if predominant material on the outside wall is waste material,=1 if predominant material on the outside wall is wood ,=1 if predominant material on the outside wall is zink,=1 if predominant material on the outside wall is natural fibers,"=1 if predominant material on the floor is mosaic, ceramic, terrazo",=1 if predominant material on the floor is cement,=1 if predominant material on the floor is  natural material,=1 if no floor at the household,=1 if predominant material on the floor is wood,=1 if predominant material on the roof is metal foil or zink,"=1 if predominant material on the roof is fiber cement, mezzanine ",=1 if predominant material on the roof is natural fibers,=1 if the house has ceiling,=1 if water provision inside the dwelling,=1 if water provision outside the dwelling,"=1 electricity from CNFL, ICE, ESPH/JASEC",=1 electricity from private plant,=1 no electricity in the dwelling,=1 electricity from cooperative,=1 no toilet in the dwelling,=1 toilet connected to sewer or cesspool,=1 toilet connected to  septic tank,=1 toilet connected to black hole or letrine,=1 main source of energy used for cooking electricity,=1 main source of energy used for cooking gas,=1 main source of energy used for cooking wood charcoal,=1 if rubbish disposal mainly by tanker truck,=1 if rubbish disposal mainly by botan hollow or buried,=1 if rubbish disposal mainly by burning,=1 if rubbish disposal mainly by throwing in an unoccupied space,"=1 if rubbish disposal mainly by throwing in river, creek or sea",=1 if disable person,=1 if male,=1 if less than 10 years old,=1 if free or coupled uunion,=1 if married,=1 if divorced,=1 if separated,=1 if widow/er,=1 if household head,=1 if spouse/partner,=1 if son/doughter,=1 if stepson/doughter,=1 if son/doughter in law,=1 if grandson/doughter,=1 if mother/father,=1 if father/mother in law,=1 if brother/sister,=1 if brother/sister in law,=1 if other family member,Number of children 0 to 19 in household,Number of adults in household,# of individuals 65+ in the household,# of total individuals in the household,Dependency rate,average years of education for adults (18+),number of bedrooms,# persons per room,=1 own and fully paid house,"=1 own, paying in installments",=1 rented,=1 precarious,=1 if the household has notebook or desktop computer,=1 if the household has TV,# of mobile phones,=1 region Chorotega,=1 region PacÃƒÂ­fico central,=1 region Brunca,=1 region Huetar AtlÃƒÂ¡ntica,=1 region Huetar Norte,=2 zona rural,Age in years,Years of education of head of household,wall_condition,roof_condition,floor_condition,education_level,Target
03f4e5f4d,ID_3dd0902cb,0.0,0,5,0,1,0.0,0,1,1,0,2,2,0,3,12,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,3,0.5,14.5,3,1.0,1,0,0,0,0,1,3,0,0,1,0,0,1,19,6,2,1,2,7,1
61b437233,ID_fdfb1ed67,0.0,0,5,0,1,1.0,0,1,1,1,1,2,1,2,7,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0.5,11.0,3,1.0,1,0,0,0,0,0,2,0,0,1,0,0,1,42,7,3,3,3,4,4
61b437233,ID_c473ff087,0.0,0,5,0,1,1.0,0,1,1,1,1,2,1,2,15,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,3,0.5,11.0,3,1.0,1,0,0,0,0,0,2,0,0,1,0,0,1,34,7,3,3,3,8,4
61b437233,ID_1ac98be5f,0.0,0,5,0,1,1.0,0,1,1,1,1,2,1,2,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,3,0.5,11.0,3,1.0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,7,3,3,3,1,4
a5f198068,ID_85043792a,0.0,0,5,0,1,0.0,0,2,2,0,1,1,0,3,15,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,3,0.5,10.333333,3,1.0,1,0,0,0,1,0,3,0,0,1,0,0,1,32,6,2,2,3,8,4
a5f198068,ID_6e184b874,0.0,0,5,0,1,0.0,0,2,2,0,1,1,0,3,6,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0.5,10.333333,3,1.0,1,0,0,0,1,0,3,0,0,1,0,0,1,78,6,2,2,3,3,4
a5f198068,ID_9ac580350,0.0,0,5,0,1,0.0,0,2,2,0,1,1,0,3,10,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,3,0.5,10.333333,3,1.0,1,0,0,0,1,0,3,0,0,1,0,0,1,34,6,2,2,3,4,4
85d0af07f,ID_a1a7ef92b,70000.0,0,5,0,1,0.0,0,2,2,0,2,2,0,4,9,0.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,4,0.3333333466666663,4.3333335,3,1.3333334,0,0,1,0,0,1,4,0,0,1,0,0,1,16,6,3,3,3,4,4
85d0af07f,ID_ccb6f0291,70000.0,0,5,0,1,0.0,0,2,2,0,2,2,0,4,1,0.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,4,0.3333333466666663,4.3333335,3,1.3333334,0,0,1,0,0,1,4,0,0,1,0,0,1,20,6,3,3,3,2,4
85d0af07f,ID_3041cb9e7,70000.0,0,5,0,1,0.0,0,2,2,0,2,2,0,4,6,0.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,4,0.3333333466666663,4.3333335,3,1.3333334,0,0,1,0,0,1,4,0,0,1,0,0,1,37,6,3,3,3,3,4
85d0af07f,ID_29d12d061,70000.0,0,5,0,1,0.0,0,2,2,0,2,2,0,4,6,0.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,4,0.3333333466666663,4.3333335,3,1.3333334,0,0,1,0,0,1,4,0,0,1,0,0,1,39,6,3,3,3,3,4
b09cc97bb,ID_3316124be,0.0,0,5,0,1,0.0,0,2,2,0,4,4,0,6,8,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,6,1.0,11.333333,3,2.0,1,0,0,0,1,0,6,0,0,1,0,0,1,18,3,3,3,2,4,3
b09cc97bb,ID_299380328,0.0,0,5,0,1,0.0,0,2,2,0,4,4,0,6,3,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,6,1.0,11.333333,3,2.0,1,0,0,0,1,0,6,0,0,1,0,0,1,30,3,3,3,2,2,3
b09cc97bb,ID_81abce4ed,0.0,0,5,0,1,0.0,0,2,2,0,4,4,0,6,5,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,6,1.0,11.333333,3,2.0,1,0,0,0,1,0,6,0,0,1,0,0,1,42,3,3,3,2,2,3
b09cc97bb,ID_016a218bd,0.0,0,5,0,1,0.0,0,2,2,0,4,4,0,6,8,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,6,1.0,11.333333,3,2.0,1,0,0,0,1,0,6,0,0,1,0,0,1,19,3,3,3,2,4,3
b09cc97bb,ID_0b00dccb3,0.0,0,5,0,1,0.0,0,2,2,0,4,4,0,6,8,1.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,6,1.0,11.333333,3,2.0,1,0,0,0,1,0,6,0,0,1,0,0,1,16,3,3,3,2,4,3
b09cc97bb,ID_2bfa48abd,0.0,0,5,0,1,0.0,0,2,2,0,4,4,0,6,10,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,6,1.0,11.333333,3,2.0,1,0,0,0,1,0,6,0,0,1,0,0,1,24,3,3,3,2,4,3
fe4fe4ecc,ID_b8ff8c152,0.0,0,4,0,1,0.0,0,1,1,0,1,1,0,2,6,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0,5.0,2,1.0,1,0,0,0,0,0,0,0,0,1,0,0,1,36,4,3,3,3,3,1
fe4fe4ecc,ID_48bfe15ab,0.0,0,4,0,1,0.0,0,1,1,0,1,1,0,2,4,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0,5.0,2,1.0,1,0,0,0,0,0,0,0,0,1,0,0,1,41,4,3,3,3,2,1
55f051342,ID_6029fe986,60000.0,0,5,0,1,0.0,0,0,0,0,1,1,0,1,6,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,6.0,1,1.0,0,0,1,0,0,0,1,0,0,1,0,0,1,31,6,2,2,3,3,4
0b26df74e,ID_bc6626385,0.0,0,4,0,1,0.0,0,1,1,0,1,1,0,2,6,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0,6.0,2,1.0,1,0,0,0,0,0,2,0,0,1,0,0,1,56,6,2,2,2,3,4
0b26df74e,ID_ea1ab7b73,0.0,0,4,0,1,0.0,0,1,1,0,1,1,0,2,6,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0,6.0,2,1.0,1,0,0,0,0,0,2,0,0,1,0,0,1,60,6,2,2,2,3,4
aae86b151,ID_dd63d5818,0.0,0,4,0,1,0.0,1,3,4,0,1,1,1,4,6,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,5,1.5,11.5,3,1.6666666,1,0,0,0,0,0,2,0,0,1,0,0,1,42,6,2,3,3,3,2
aae86b151,ID_957733841,0.0,0,4,0,1,0.0,1,3,4,0,1,1,1,4,5,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,5,1.5,11.5,3,1.6666666,1,0,0,0,0,0,2,0,0,1,0,0,1,11,6,2,3,3,2,2
aae86b151,ID_126194e3e,0.0,0,4,0,1,0.0,1,3,4,0,1,1,1,4,11,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,5,1.5,11.5,3,1.6666666,1,0,0,0,0,0,2,0,0,1,0,0,1,19,6,2,3,3,5,2
aae86b151,ID_00b3f6e91,0.0,0,4,0,1,0.0,1,3,4,0,1,1,1,4,6,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,5,1.5,11.5,3,1.6666666,1,0,0,0,0,0,2,0,0,1,0,0,1,39,6,2,3,3,3,2
aae86b151,ID_749d692d8,0.0,0,4,0,1,0.0,1,3,4,0,1,1,1,4,8,1.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,5,1.5,11.5,3,1.6666666,1,0,0,0,0,0,2,0,0,1,0,0,1,16,6,2,3,3,4,2
1b4fb5ffe,ID_caba3c72f,0.0,0,6,0,1,0.0,0,2,2,0,2,2,0,4,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,4,1.0,1.0,3,1.3333334,1,0,0,0,0,0,3,0,0,1,0,0,1,57,2,3,3,3,1,3
1b4fb5ffe,ID_7c571fc80,0.0,0,6,0,1,0.0,0,2,2,0,2,2,0,4,5,5.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,4,1.0,1.0,3,1.3333334,1,0,0,0,0,0,3,0,0,1,0,0,1,17,2,3,3,3,2,3
1b4fb5ffe,ID_a954ccae1,0.0,0,6,0,1,0.0,0,2,2,0,2,2,0,4,2,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,4,1.0,1.0,3,1.3333334,1,0,0,0,0,0,3,0,0,1,0,0,1,60,2,3,3,3,2,3
1b4fb5ffe,ID_f4e3be6c0,0.0,0,6,0,1,0.0,0,2,2,0,2,2,0,4,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,4,1.0,1.0,3,1.3333334,1,0,0,0,0,0,3,0,0,1,0,0,1,19,2,3,3,3,1,3
3eca21a57,ID_a2dda29a7,30000.0,0,5,0,1,0.0,1,1,2,0,1,1,1,2,8,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,3,2.0,8.0,3,1.0,0,0,1,0,0,0,2,0,0,1,0,0,1,29,8,2,2,2,4,4
3eca21a57,ID_d9c3a5a5d,30000.0,0,5,0,1,0.0,1,1,2,0,1,1,1,2,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,3,2.0,8.0,3,1.0,0,0,1,0,0,0,2,0,0,1,0,0,1,1,8,2,2,2,1,4
3eca21a57,ID_aac5d730b,30000.0,0,5,0,1,0.0,1,1,2,0,1,1,1,2,7,3.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,3,2.0,8.0,3,1.0,0,0,1,0,0,0,2,0,0,1,0,0,1,17,8,2,2,2,4,4
ec5503bc1,ID_cbafad17a,0.0,0,6,0,1,0.0,0,1,1,0,1,1,0,2,6,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0,6.0,1,2.0,0,0,0,0,0,0,2,0,0,1,0,0,1,31,6,1,1,1,3,4
ec5503bc1,ID_5082652a3,0.0,0,6,0,1,0.0,0,1,1,0,1,1,0,2,6,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0,6.0,1,2.0,0,0,0,0,0,0,2,0,0,1,0,0,1,30,6,1,1,1,3,4
8ae3e74ca,ID_2fe83b02d,0.0,0,4,0,1,0.0,1,1,2,1,1,2,2,2,6,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,4,1.0,8.5,2,2.0,1,0,0,0,0,0,2,0,0,1,0,0,1,42,6,3,3,3,3,2
8ae3e74ca,ID_02fed61d8,0.0,0,4,0,1,0.0,1,1,2,1,1,2,2,2,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,4,1.0,8.5,2,2.0,1,0,0,0,0,0,2,0,0,1,0,0,1,1,6,3,3,3,1,2
8ae3e74ca,ID_a0558f776,0.0,0,4,0,1,0.0,1,1,2,1,1,2,2,2,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,4,1.0,8.5,2,2.0,1,0,0,0,0,0,2,0,0,1,0,0,1,7,6,3,3,3,1,2
8ae3e74ca,ID_d4cce4ccd,0.0,0,4,0,1,0.0,1,1,2,1,1,2,2,2,11,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,4,1.0,8.5,2,2.0,1,0,0,0,0,0,2,0,0,1,0,0,1,31,6,3,3,3,5,2
309fb7246,ID_149c56dca,0.0,0,5,0,1,0.0,0,0,0,1,2,3,1,2,7,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,3,0.5,6.5,2,1.5,1,0,0,0,0,1,2,0,0,1,0,0,1,23,6,2,2,3,4,3
309fb7246,ID_2e35d327f,0.0,0,5,0,1,0.0,0,0,0,1,2,3,1,2,6,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0.5,6.5,2,1.5,1,0,0,0,0,1,2,0,0,1,0,0,1,58,6,2,2,3,3,3
309fb7246,ID_bfa223425,0.0,0,5,0,1,0.0,0,0,0,1,2,3,1,2,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,3,0.5,6.5,2,1.5,1,0,0,0,0,1,2,0,0,1,0,0,1,8,6,2,2,3,2,3
3731d4168,ID_7287761a0,0.0,0,5,0,1,0.0,1,1,2,0,1,1,1,2,5,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,3,0.5,3.0,3,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,11,2,1,1,3,2,1
3731d4168,ID_d4d84d6f8,0.0,0,5,0,1,0.0,1,1,2,0,1,1,1,2,2,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0.5,3.0,3,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,53,2,1,1,3,2,1
3731d4168,ID_b22813070,0.0,0,5,0,1,0.0,1,1,2,0,1,1,1,2,4,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,3,0.5,3.0,3,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,53,2,1,1,3,2,1
4ce7fe64a,ID_5d53f92c7,25000.0,0,4,0,1,0.0,0,1,1,0,1,1,0,2,11,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0,9.0,2,1.0,0,0,1,0,0,0,2,0,0,1,0,0,1,22,11,2,2,3,5,4
4ce7fe64a,ID_78f8877eb,25000.0,0,4,0,1,0.0,0,1,1,0,1,1,0,2,7,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0,9.0,2,1.0,0,0,1,0,0,0,2,0,0,1,0,0,1,22,11,2,2,3,4,4
739f27db5,ID_f3c59d164,0.0,0,6,0,1,0.0,0,3,3,0,1,1,0,4,6,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,4,0.0,6.75,4,1.0,1,0,0,0,0,0,4,0,0,1,0,0,1,35,6,1,1,3,3,4
739f27db5,ID_471204d5d,0.0,0,6,0,1,0.0,0,3,3,0,1,1,0,4,6,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,0.0,6.75,4,1.0,1,0,0,0,0,0,4,0,0,1,0,0,1,53,6,1,1,3,3,4
739f27db5,ID_b27d36d64,0.0,0,6,0,1,0.0,0,3,3,0,1,1,0,4,6,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0.0,6.75,4,1.0,1,0,0,0,0,0,4,0,0,1,0,0,1,58,6,1,1,3,3,4
739f27db5,ID_1e69bf3d5,0.0,0,6,0,1,0.0,0,3,3,0,1,1,0,4,9,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,4,0.0,6.75,4,1.0,1,0,0,0,0,0,4,0,0,1,0,0,1,23,6,1,1,3,4,4
c4572a1c2,ID_ed71dc0ce,0.0,0,5,0,1,0.0,0,2,2,0,1,1,0,3,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2.0,5.0,3,1.0,1,0,0,0,0,0,2,0,0,1,0,0,1,72,0,3,3,3,1,2
c4572a1c2,ID_7b416e04e,0.0,0,5,0,1,0.0,0,2,2,0,1,1,0,3,4,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,3,2.0,5.0,3,1.0,1,0,0,0,0,0,2,0,0,1,0,0,1,67,0,3,3,3,2,2
c4572a1c2,ID_ea22316a0,0.0,0,5,0,1,0.0,0,2,2,0,1,1,0,3,11,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,2.0,5.0,3,1.0,1,0,0,0,0,0,2,0,0,1,0,0,1,25,0,3,3,3,5,2
5cafe1915,ID_694bbb95b,0.0,0,4,0,1,0.0,1,1,2,1,1,2,2,2,2,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,4,1.0,11.0,2,2.0,1,0,0,0,0,1,2,0,0,1,0,0,1,9,11,3,3,3,2,4
